bva_id,bva_doi,bva_year,bva_author,bva_title,bva_organism,citing_doi,citing_year,citing_author,citing_title,citing_topic,species_match,historiographic,type
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/978-94-011-9118-0,1928,F. P. Ferwerda,Genetische Studien am Mehlkäfer Tenebrio Molitor L.,Beetle Biology and Toxicology Studies,phenomenon_only,False,book
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf02554480,1921,Hans Przibram,Einwirkung der Tyrosinase auf “Dopa” (zugleich: Ursachen tierischer Farbkleidung. IV),melanin and skin pigmentation,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf02093770,1922,Leonore Brecher,"Die Puppenfärbungen der Vanessiden (Vanessa Io, V. urticae, Pyrameis cardui, P. atalanta)",Botanical Studies and Applications,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf02093764,1922,Hans Przibram,Der Einfluß gelber und schwarzer Umgebung der Larve auf die Fleckenzeichnung des Vollmolches von Salamandra maculosa Laur. forma typica,Lichen and fungal ecology,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/978-3-642-50669-7_3,1927,Bruno Bloch,Das Pigment,melanin and skin pigmentation,phenomenon_only,False,book-chapter
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1016/s0021-9258(18)76995-0,1929,S. S. Lichtman,AN ENZYMATIC METHOD FOR THE DETECTION AND ESTIMATION OF TYROSINE IN URINE,Spectroscopy Techniques in Biomedical and Chemical Research,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf00340664,1933,Irma Priebatsch,Der Einfluss des Lichtes auf Farbwechsel und Phototaxis von Dixippus (Carausius) morosus,Neurobiology and Insect Physiology Research,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf01726316,1928,F. P. Ferwerda,Genetische Studien am Mehlkäfer Tenebrio Molitor L.,Insect and Arachnid Ecology and Behavior,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf02292964,1924,Hans Przibram,Die Rolle der Dopa in den Kokonen gewisser Nachtfalter und Blattwespen mit Bemerkungen über die chemischen Orte der Melaninbildung,melanin and skin pigmentation,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf02554479,1921,Leonore Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L. Sechster Teil: Chemismus der Farbanpassung",Medicinal plant effects and applications,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf02093765,1922,Hans Przibram,Die Farbmodifikationen der Stabheuschrecke Dixippus morosus Br. et Redt,Entomological Studies and Ecology,phenomenon_only,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/bf02093771,1922,Tokuyasu Kudô,"Veränderung der Melaninmenge beim Farbwechsel der Fische Esox, Carassius, Phoxinus; Gobius; Nemachilus",melanin and skin pigmentation,related_taxon,False,article
158,10.1007/bf02554402,1919,Przibram/Dembowski,Konservierung der Tyrosinase durch Luftabschluß,Fishes,10.1007/978-3-642-90861-3_2,1934,Hans v. Euler,Die Enzyme der Oxydation und Reduktion,Enzyme Catalysis and Immobilization,phenomenon_only,False,book-chapter
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1111/j.1365-2311.1975.tb00555.x,1975,Christer Wiklund,Pupal colour polymorphism in Papilio machaon L. and the survival in the field of cryptic versus non‐cryptic pupae,Plant and animal studies,related_taxon,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1046/j.1365-2311.1998.00151.x,1998,Hans Van Dyck,Phenotypic variation in adult morphology and pupal colour within and among families of the speckled wood butterfly Pararge aegeria,Plant and animal studies,related_taxon,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1098/rspb.1999.0939,1999,G. Starnecker,Convergent evolution of neuroendocrine control of phenotypic plasticity in pupal colour in butterflies,Animal Behavior and Reproduction,related_taxon,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/s00427-024-00724-2,2024,Volker Hartenstein,Women authors in the first 50 years of DGE-contributions and research topics,Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,phenomenon_only,False,review
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf00337908,1924,Karl Henke,Die F�rbung und Zeichnung der Feuerwanze (Pyrrhocoris Apterus L.) und ihre experimentelle Beeinflussbarkeit,Ecology and biodiversity studies,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf00338172,1930,Maria Atzler,Untersuchungen über den morphologischen und physiologischen Farbwechsel von Dixippus (Carausius) morosus,Comparative Animal Anatomy Studies,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf00581741,1968,Alert Oltmer,Die Steuerung des Melanineinbaus in das Farbmuster der Kohlwei�lingspuppePieris brassicae L.,Garlic and Onion Studies,same_species,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02292958,1924,Leonore Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Entomological Studies and Ecology,same_species,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02248077,1923,Bernhard Dürkén,Über die Wirkung farbigen Lichtes auf die Puppen des Kohlweißlings (Pieris brassicae) und das Verhalten der Nachkommen,Entomological Studies and Ecology,same_species,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02093770,1922,Leonore Brecher,"Die Puppenfärbungen der Vanessiden (Vanessa Io, V. urticae, Pyrameis cardui, P. atalanta)",Botanical Studies and Applications,related_taxon,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf00345026,1954,Felix Krieger,Untersuchungen �ber den Farbwechsel der Libellenlarven,Ocular Surface and Contact Lens,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02554478,1921,Leonore Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L. Fünfter Teil: Kontrollversuche zur spezifischen Wirkung der Spektralbezirke mit anderen Faktoren",Medicinal plant effects and applications,same_species,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02078917,1929,Lore Marx,Entwicklung und Ausbildung des Farbkleides beim Feuersalamander nach Verlust der Hypophyse,Bone fractures and treatments,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf01816760,1924,Eugene Gabritschevsky,Farbenpolymorphismus und Vererbung mimetischer Varietäten der Fliege Volucella bombylans und anderer „hummelähnlicher“ Zweiflügler,melanin and skin pigmentation,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf00337918,1925,Leonore Brecher,"Physiko-chemische und chemische Untersuchungen am Raupen- und Puppenblute (Pieris brassicae, Vanessa urticae)",Entomological Studies and Ecology,same_species,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf00650033,1971,Detlef B�ckmann,Melanisierungsverlauf und Melanisierungshemmung bei der Kohlwei�lingspuppePieris brassicae L.,Engineering and Materials Science Studies,same_species,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02292964,1924,Hans Przibram,Die Rolle der Dopa in den Kokonen gewisser Nachtfalter und Blattwespen mit Bemerkungen über die chemischen Orte der Melaninbildung,melanin and skin pigmentation,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf00340894,1932,Robert Zieske,Einfluss der Entfernung von Hypophyse oder Augen auf den Farbwechsel des Laubfrosches (Hyla arborea L.),Tree Root and Stability Studies,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02554479,1921,Leonore Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L. Sechster Teil: Chemismus der Farbanpassung",Medicinal plant effects and applications,same_species,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02093765,1922,Hans Przibram,Die Farbmodifikationen der Stabheuschrecke Dixippus morosus Br. et Redt,Entomological Studies and Ecology,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf02093762,1922,Leonore Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L",Entomological Studies and Ecology,same_species,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1007/bf00607751,1970,Christel Hintze-Podufal,Farbanpassung von Sphingidenraupen,Plant Reproductive Biology,phenomenon_only,False,article
159,10.1007/bf02554403,1919,Brecher,"Die Puppenfärbungen des Kohlweißlings, Pieris brassicae L.",Pieris brassicae,10.1016/b978-0-08-006659-2.50014-6,1971,,BIBLIOGRAPHY,,phenomenon_only,False,book-chapter
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1016/j.endeavour.2005.10.001,2005,Sander Gliboff,‘Protoplasm…is soft wax in our hands’: Paul Kammerer and the art of biological transformation,"Race, Genetics, and Society",phenomenon_only,True,article
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1007/s10739-005-3051-5,2006,Sander Gliboff,The Case of Paul Kammerer: Evolution and Experimentation in the Early 20th Century,Plant and animal studies,phenomenon_only,True,article
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1002/jez.b.22708,2016,Alexander O. Vargas,An Epigenetic Perspective on the Midwife Toad Experiments of Paul Kammerer (1880–1926),Epigenetics and DNA Methylation,phenomenon_only,True,review
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1002/jez.b.21374,2010,Sander Gliboff,Did Paul Kammerer discover epigenetic inheritance? No and why not,"Race, Genetics, and Society",phenomenon_only,True,letter
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1002/jez.b.21376,2010,Hannes Svardal,Can epigenetics solve the case of the midwife toad?—a comment on Vargas,Animal Behavior and Reproduction,phenomenon_only,True,letter
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1163/18759866-bja10019,2021,Michael Nahm,Paul Kammerer and epigenetics – a reappraisal of his experiments,Amphibian and Reptile Biology,phenomenon_only,True,article
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1007/bf01066805,1975,Lester R. Aronson,The case ofThe Case of the Midwife Toad,"Homicide, Infanticide, and Child Abuse",phenomenon_only,True,article
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.3389/fevo.2022.819542,2022,Jan W. Arntzen,The Midwife Toad Challenge After (Half) a Century,Animal Behavior and Reproduction,phenomenon_only,True,article
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1111/j.1469-8137.1920.tb07329.x,1920,R. Ruggles Gates,MUTATIONS AND EVOLUTION.,Plant Taxonomy and Phylogenetics,phenomenon_only,False,article
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1007/978-3-642-90708-1_9,1931,Eugen Bleuler,Engramme als ontische und phylische Entwicklungsfaktoren,Origins and Evolution of Life,phenomenon_only,False,book-chapter
160,10.1007/bf02554404,1919,Kammerer,Vererbung erzwungener Formveränderungen,Alytes,10.1111/j.1469-8137.1920.tb07325.x,1920,R. Ruggles Gates,MUTATIONS AND EVOLUTION.,Botany and Plant Ecology Studies,phenomenon_only,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1126/science.121.3152.772,1955,Marko Zalokar,Lack of Lens Induction by Eye Cup,Intraocular Surgery and Lenses,phenomenon_only,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1002/jez.1401240304,1953,L. S. Stone,The regeneration of lenses in eyes with intact and regenerating retina in adult Triturus. v. viridescens,Connexins and lens biology,related_taxon,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1007/bf00573589,1930,Tadao Sato,Beitr�ge zur Analyse der Wolff'schen Linsenregeneration I,Cardiac Arrhythmias and Treatments,phenomenon_only,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1007/bf02554480,1921,Hans Przibram,Einwirkung der Tyrosinase auf “Dopa” (zugleich: Ursachen tierischer Farbkleidung. IV),melanin and skin pigmentation,phenomenon_only,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1002/jez.1401290204,1955,Randall W. Reyer,A reinvestigation of lens regeneration in Salamandra salamandra salamandra,Connexins and lens biology,related_taxon,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1007/978-3-642-91062-3_4,1931,O. Mangold,Das Determinationsproblem,Prion Diseases and Protein Misfolding,phenomenon_only,False,book-chapter
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1007/bf00644943,1930,G. Politzer,�ber den Einfluss der R�ntgenstrahlen auf die Regeneration der Linse,Physics and Engineering Research Articles,phenomenon_only,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1007/bf02083885,1922,Walther Alberti,Zur Frage der Linsenregeneration bei den Anuren,Wound Healing and Treatments,phenomenon_only,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1007/bf02741274,1928,A. A. Krontowski,Explantation und deren Ergebnisse für die normale und pathologische Physiologie,Mechanical Circulatory Support Devices,phenomenon_only,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1007/bf02554473,1920,Hans Petersen,Bildung einer überzähligen Linse bei Rana temporaria,melanin and skin pigmentation,related_taxon,False,article
161,10.1007/bf02554409,1919,Eduard Uhlenhuth,"Studien zur Linsenregeneration bei den Amphibien. I. Ein Beitrag zur Depigmentierung der Iris, mit Bemerkungen über den Wert der Reizphysiologie",Amphibia,10.1007/978-3-662-32535-3_2,1927,A. Peters,Die Pathologie der Linse,Dermatological and COVID-19 studies,phenomenon_only,False,book-chapter
162,10.1007/bf02554414,1920,Kolmer,Über den Befund einer zweiten Linse (Spontanlentoidbildung) im Auge eines Welses,Annelida,10.18785/grr.0106.01,1964,C. E. Dawson,A Bibliography of Anomalies of Fishes,Fish Biology and Ecology Studies,phenomenon_only,False,article
162,10.1007/bf02554414,1920,Kolmer,Über den Befund einer zweiten Linse (Spontanlentoidbildung) im Auge eines Welses,Annelida,10.1007/bf02089020,1921,Alfred Fischel,Über normale und abnorme Entwicklung des Auges,Medical and Health Sciences Research,phenomenon_only,False,article
162,10.1007/bf02554414,1920,Kolmer,Über den Befund einer zweiten Linse (Spontanlentoidbildung) im Auge eines Welses,Annelida,10.1007/bf00682407,1953,G. Politzer,Die Entstehung der spontanen epithelialen Iriscysten,Glaucoma and retinal disorders,phenomenon_only,False,article
162,10.1007/bf02554414,1920,Kolmer,Über den Befund einer zweiten Linse (Spontanlentoidbildung) im Auge eines Welses,Annelida,10.1007/bf00586361,1950,Anni D�rken geb. Woitzik,"Das Verhalten des Triton-Auges, insbesondere der Linsenbildung nach UV-Bestrahlungen vor Entstehung der Linse",melanin and skin pigmentation,phenomenon_only,False,article
162,10.1007/bf02554414,1920,Kolmer,Über den Befund einer zweiten Linse (Spontanlentoidbildung) im Auge eines Welses,Annelida,10.1002/ar.1090850407,1943,Frederick Sperling,Extra‐epidermal and supernumerary lenses in association with cyclopean eyes in Amblystoma embryos,Entomological Studies and Ecology,phenomenon_only,False,article
163,10.1007/bf02554415,1920,Demoll,Zur Frage nach der Vererbung vom Soma erworbener Eigenschaften,,10.1093/icesjms/6.1.28,1931,W. Schnakenbeck,Zum Rassenproblem bei den Fischen,Consumer behavior in food and health,phenomenon_only,False,article
163,10.1007/bf02554415,1920,Demoll,Zur Frage nach der Vererbung vom Soma erworbener Eigenschaften,,10.1007/bf02084271,1921,H. Stieve,Über den Einfluß der Umwelt auf die Eierstöcke der Tritonen,Environmental Science and Technology,phenomenon_only,False,article
163,10.1007/bf02554415,1920,Demoll,Zur Frage nach der Vererbung vom Soma erworbener Eigenschaften,,10.1007/bf00399556,1931,W. Schnakenbeck,Zum rassenproblem bei den fischen,Mediterranean and Iberian flora and fauna,phenomenon_only,False,article
163,10.1007/bf02554415,1920,Demoll,Zur Frage nach der Vererbung vom Soma erworbener Eigenschaften,,10.1007/978-3-642-49674-5_1,1924,Julius Bauer,Allgemeine Konstitutionspathologie,Hypertrophic osteoarthropathy and related conditions,phenomenon_only,False,book-chapter
163,10.1007/bf02554415,1920,Demoll,Zur Frage nach der Vererbung vom Soma erworbener Eigenschaften,,10.1007/978-3-662-30033-6_1,1925,Stavros Zurukzoglu,Theoretischer Teil,Health and Medical Studies,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1002/aja.1000500103,1932,Carl R. Moore,"Gonad hormone functions, and the reciprocal influence between gonads and hypophysis with its bearing on the problem of sex hormone antagonism",Sexual Differentiation and Disorders,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1515/medgen-2023-2040,2023,Christoph Rehmann‐Sutter,The past and future of “sex genes”,Sexual Differentiation and Disorders,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1002/jez.1400420403,1925,Frederick Hisaw,"The influence of the ovary on the resorption of the pubic bones of the pocket gopher, Geomys bursarius (Shaw)",Evolution and Paleontology Studies,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1177/007327530003800404,2000,Chandak Sengoopta,"The Modern Ovary: Constructions, Meanings, Uses","Decadence, Literature, and Society",phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf02554654,1920,,I. Entwicklung des Problems,Public Administration and Political Analysis,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1002/aja.1000370207,1926,Carl R. Moore,On the properties of the gonads as controllers of somatic and psychical characteristics IX. Testis graft reactions in different environments (Rat),Sperm and Testicular Function,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/978-3-642-91065-4_5,1928,W. Biedermann,Vergleichende Physiologie des Integuments der Wirbeltiere,Cellular Mechanics and Interactions,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1002/aja.1000330206,1924,Thomas Hume Bissonnette,The development of the reproductive ducts and canals in the free‐martin with comparison of the normal,Reproductive biology and impacts on aquatic species,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf02554417,1920,E. Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,Genital Health and Disease,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf00361102,1994,S. J. Counce,"Archives for developmental mechanics W. Roux, editor (1894?1924)",Historical Education Studies Worldwide,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf02887372,1920,Walter Grossmann,Endokrine und psychische mechanismen in der Ätiologie der Sexualinversion,"Sexuality, Behavior, and Technology",phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/978-3-322-89014-6_4,1999,Heiko Stoff,Vermännlichung und Verweiblichung: Wissenschaftliche und utopische Experimente im frühen 20. Jahrhundert,European history and politics,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.7560/jhs27303,2018,Javier Samper Vendrell,"Adolescence, Psychology, and Homosexuality in the Weimar Republic",European history and politics,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1001/archsurg.1930.01150150049003,1930,Howard C. Taylor,THE ETIOLOGY OF NEOPLASMS OF THE BREAST,Medical and Biological Sciences,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1002/jez.1400330104,1921,Carl R. Moore,On the physiological properties of the gonads as controllers of somatic and psychical characteristics. III. Artificial hermaphroditism in rats,Human Health and Disease,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf01835718,1921,Otto Zietzschmann,Über Funktionen des weiblichen Genitale bei Säugetier und Mensch,Historical Gender and Feminism Studies,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/978-3-642-47997-7_1,1931,A. Priesel,Die Mißbildungen der männlichen Geschlechtsorgane,Medical and Health Sciences Research,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf02322295,1928,A. Pézard,Die Bestimmung der Geschlechtsfunktion bei den Hühnern,Animal Behavior and Welfare Studies,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1002/jez.1400330204,1921,Carl R. Moore,On the physiological properties of the gonads as controllers of somatic and psychical characteristics. IV. Gonad transplantation in the guinea‐pig,Organ and Tissue Transplantation Research,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf02108127,1924,Felix Sieglbauer,Zur Frage der Zwischenzellen,"Psychology, Coaching, and Therapy",phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/978-3-7091-5405-2_1,1931,A. Priesel,Die Mißbildungen der männlichen Geschlechtsorgane,Medical and Health Sciences Research,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/978-3-642-99008-3_7,1920,E. Steinach,Autoplastische und homoplastische Altersbekämpfung,Medical and Health Sciences Research,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/978-3-642-99008-3_1,1920,E. Steinach,Entwicklung des Problems,Medical and Health Sciences Research,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/978-3-531-90274-6_5,2007,Bettina Bock von Wülfingen,"Das Lesbenhormon, oder: Geschlechtskörper — hormonell stabilisiert oder flexibilisiert?",Sexual Differentiation and Disorders,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1016/b978-0-7295-0006-7.50044-6,1977,,Appendix,,phenomenon_only,False,book-chapter
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf01995426,1928,A. Pézard,Die Bestimmung der Geschlechtsfunktion bei den Hühnern,Animal Behavior and Welfare Studies,phenomenon_only,False,article
