bva_id,bva_doi,bva_year,bva_author,bva_title,bva_organism,citing_doi,citing_year,citing_author,citing_title,citing_topic,species_match,historiographic,type
113,10.1007/bf02288355,1910,Kammerer,Vererbung erzwungener Farbveränderungen,Lacerta,10.1007/bf02287905,1912,Ignaz Schiller,Vorversuche zu der Frage nach der Vererbung erworbener Eigenschaften,Vocational Education and Training,phenomenon_only,False,article
113,10.1007/bf02288355,1910,Kammerer,Vererbung erzwungener Farbveränderungen,Lacerta,10.1007/978-3-662-30033-6_1,1925,Stavros Zurukzoglu,Theoretischer Teil,Health and Medical Studies,phenomenon_only,False,book-chapter
113,10.1007/bf02288355,1910,Kammerer,Vererbung erzwungener Farbveränderungen,Lacerta,10.5962/bhl.title.147976,1919,Wyman Reed Green,Studies in the life cycle of Simocephalus vetulus ...,Chemical synthesis and alkaloids,phenomenon_only,False,book
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1016/j.asd.2007.10.001,2007,Julia Lüdke,Regeneration of the tibia and somatotopy of regenerated hair sensilla in Schistocerca gregaria (Forskål),Planarian Biology and Electrostimulation,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1007/bf00576568,1963,Heinz Penzlin,�ber die Regeneration bei Schaben (Blattaria),Bryophyte Studies and Records,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1016/j.asd.2023.101310,2023,Maria Petrova,"Walking leg regeneration in the sea spider Nymphon brevirostre Hodge, 1863 (Pycnogonida)",Marine Ecology and Invasive Species,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1242/dev.31.3.557,1974,Horst Bohn,Extent and properties of the regeneration field in the larval legs of cockroaches <i>(Leucophaea maderae)</i>: I. Extirpation experiments,Insect and Arachnid Ecology and Behavior,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1007/bf02272330,1929,Georg Heldmann,Die Gewebsentwicklung bei der Regeneration der Beine von Dixippus morosus,Silk-based biomaterials and applications,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1007/bf00576718,1965,Horst Bohn,Analyse der Regenerationsf�higkeit der Insektenextremit�t durch Amputations- und Transplantationsversuche an Larven der afrikanischen SchabeLe�cophaea maderae Fabr. (Blattaria),Insect Pest Control Strategies,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1007/bf02554397,1919,Hans Przibram,Fangbeine als Regenerate,Insect and Arachnid Ecology and Behavior,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1007/bf00573647,1968,Gerhard Krause,Postembryonales und regeneratives Wachstum der Cerci und der Beinglieder vonTachycines (Saltatoria),Amphibian and Reptile Biology,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1002/mmnd.19630100311,2008,Helga Rummel,"Einige biometrische Untersuchungen zum Metamorphosegeschehen bei Acheta domesticus L. (Orthoptera, Saltatoria)",Ecology and Vegetation Dynamics Studies,related_taxon,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1002/mmnd.19700170407,2008,Helga Rummel,"Die nerveninduzierte Regeneration der Cerci bei Acheta domesticus L. (Orthoptera, Saltatoria)",Botanical Research and Applications,related_taxon,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1007/bf00407427,1953,Hubert Wilbert,Experimentelle untersuchungen über material-kompensation bei der entwicklung von insekten,Entomological Studies and Ecology,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1111/j.1439-0418.1939.tb01562.x,2009,Wolfdietrich Eichler,Die Zucht von Phlugiola dahlemica Wd. Eichl. (Orthopt Tettigoniid.)1,Chemical synthesis and alkaloids,phenomenon_only,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1007/bf00580392,1930,Fritz Staudinger,Heteromorphosen an Stigmen und anderen Gebilden bei Carausius (Dixippus) morosus Brunner,Aquatic Invertebrate Ecology and Behavior,related_taxon,False,article
114,10.1007/bf02288356,1910,Megusar,"Regeneration der Fang-, Schreit- und Sprungbeine bei der Aufzucht von Orthopteren",Orthoptera / Mantis,10.1007/978-94-009-5973-6_3,1972,V. B. Wigglesworth,Growth,Neurobiology and Insect Physiology Research,phenomenon_only,False,book-chapter
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1016/s0065-2660(08)60439-3,1976,Willem J. Ouweneel,Developmental Genetics of Homoeosis,Developmental Biology and Gene Regulation,phenomenon_only,False,review
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1002/jmor.1051170209,1965,Howell V. Daly,"Labiopedia, a sex‐linked mutant in <i>Tribolium confusum</i> duval (Coleoptera: Tenebrionidae)",Insect Resistance and Genetics,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/bf02189258,1917,Hans Przibram,"Transitäre Scherenformen der Winkerkrabbe, Gelasimus pugnax Smith",Silk-based biomaterials and applications,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1002/neu.480200302,1989,John S. Edwards,"Central projections of a homoeotic regenerate, antennapedia, in a stick insect, <i>Carausius morosus</i> (Phasmida)",Neurobiology and Insect Physiology Research,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/bf02254277,1925,Hans Przibram,Achsenverhältnisse und Entwicklungspotenzen der Urodelenextremitäten an Modellen zu Harrisons Transplantationsversuchen,Organ Donation and Transplantation,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/bf02161508,1913,Jar Kříženecký,Über Restitutionserscheinungen an Stelle von Augen bei Tenebrio-Larven nach Zerstörung der optischen Ganglien,Biomedical and Chemical Research,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/bf02554399,1919,Hans Pzribram,Regeneration beim Hautflügler Cimbex axillaris Panz.,Entomological Studies and Ecology,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/bf02292960,1924,Leonore Brecher,Die Bedingungen für Fühlerfüße bei Dixippus (Carausius) morosus Br. et Redt,Fish Biology and Ecology Studies,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/bf02292963,1924,Hans Przibram,Achsenverhältnisse und Entwicklungspotenzen der Urodelenextremitäten an Modellen zu Harrisons Transplantationsversuchen,Organ Donation and Transplantation,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/bf02189259,1917,Hans Przibram,Fühlerregeneration halberwachsener Sphodromantis-Larven,Allergic Rhinitis and Sensitization,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/978-3-642-91039-5_44,1926,Hans Przibram,Regeneration und Transplantation bei Tieren,Tissue Engineering and Regenerative Medicine,phenomenon_only,False,book-chapter
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.1007/bf02554398,1919,Hans Przibram,Fußglieder an Käferfühlern,Entomological Studies and Ecology,phenomenon_only,False,article
115,10.1007/bf02288357,1910,Przibram,Die Homoeosis bei Arthropoden,,10.4000/books.mnhn.2031,2004,Stéphane Schmitt,Bibliographie,Linguistics and Discourse Analysis,phenomenon_only,False,book-chapter
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf00338016,1927,G. Koller,"Über Chromatophorensystem, Farbensinn und Farbwechsel bei Crangon vulgaris",Flowering Plant Growth and Cultivation,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1002/jmor.1050420206,1926,H. H. Collins,"The regulation of skin‐pattern in an amphibian, Diemyctylus",melanin and skin pigmentation,related_taxon,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf01827851,1917,Br. Bloch,Das Problem der Pigmentbildung in der Haut,Genetic and rare skin diseases.,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02810449,1922,G Schmidt,"Stand und Ziele der Parabioseforschung, auf Grund eigener Untersuchungen",Biomedical and Chemical Research,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/978-3-642-91066-1_4,1928,W. Biedermann,Vergleichende Physiologie des Integuments der Wirbeltiere,Hume's philosophy and hair distribution,phenomenon_only,False,book-chapter
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/978-3-642-91065-4_5,1928,W. Biedermann,Vergleichende Physiologie des Integuments der Wirbeltiere,Cellular Mechanics and Interactions,phenomenon_only,False,book-chapter
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02982870,1912,Reinhold Schapitz,Die Urgeschlechtszellen von Amblystoma,Entomological Studies and Ecology,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1111/j.1749-6632.1962.tb34630.x,1962,W. H. Hildemann,IMMUNOGENETIC STUDIES OF AMPHIBIANS AND REPTILES*,Microbial infections and disease research,related_taxon,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02111057,1923,A. Himmer,Untersuchungen über den physiologischen und morphologischen Farbwechsel bei Amphibien,Animal and Plant Science Education,related_taxon,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02287863,1912,Slavko šećerov,Weitere Farbwechsel- und Hauttransplantationsversuche an der Bartgrundel (Nemachilus barbatula L.),Genetic and rare skin diseases.,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf03011098,1917,Br. Bloch,Histochemische Studien in überlebendem Gewebe über fermentative Oxydation und Pigmentbildung,Laser Applications in Dentistry and Medicine,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/978-3-642-66441-0_1,1927,Josef Schaffer,Das Epithelgewebe,Environmental Science and Technology,phenomenon_only,False,book-chapter
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02089017,1921,Erwin Taube,Regeneration mit Beteiligung ortsfremder Haut bei Tritonen,Skin Protection and Aging,related_taxon,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/978-3-642-50669-7_3,1927,Bruno Bloch,Das Pigment,melanin and skin pigmentation,phenomenon_only,False,book-chapter
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/978-3-642-81039-8_1,1927,Hermann Hoepke,Die Haut,Hume's philosophy and hair distribution,phenomenon_only,False,book-chapter
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02981368,1919,W. J. Schmidt,Ueber die sog. Xantholeukophoren beim Laubfrosch,Dupuytren's Contracture and Treatments,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02292746,1914,W. Kornfeld,Abhängigkeit der metamorphotischen Kiemenrückbildung vom Gesamtorganismus der Salamandra maculosa,Medical and Health Sciences Research,related_taxon,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02163282,1917,Vladislav Růžička,Beschleunigung der Häutung durch Hunger,Diet and metabolism studies,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02017275,1922,Walter Treuherz,Zur Kenntnis der melanotischen Tumoren,Cutaneous Melanoma Detection and Management,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02289951,1914,Luigi Torraca,La rigenerazione delle cellule pigmentaie cutanee,melanin and skin pigmentation,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/978-3-662-29560-1_1,1923,Otto Groll,Über Transplantation von Rückenhaut an Stelle der Conjunctiva bei Larven von Rana fusca (Rösel),Ocular Surface and Contact Lens,related_taxon,False,book-chapter
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf00573590,1930,Karoline Reis,"Untersuchungen �ber das Verhalten der Transplantate larvaler Amphibienhaut auf Larven und auf erwachsenen Amphibien, mit besonderer Ber�cksichtigung der Metamorphose",Allergic Rhinitis and Sensitization,related_taxon,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf00391788,1937,K. B�senberg,Die Auspigmentierung von Schwanzflossenregeneraten bei Macropodus opercularis L. (Teleost.),Reproductive biology and impacts on aquatic species,phenomenon_only,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf00581547,1969,K. Kirsche,Experimentelle Untersuchungen zur Transplantation einer Endhirnhemisph�re vonAmbystoma mexicanum w�hrend der Postembryonalperiode,Neurogenesis and neuroplasticity mechanisms,related_taxon,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1007/bf02111063,1923,Otto Groll,Über Transplantation von Rückenhaut an Stelle der Conjunctiva bei Larven von Rana fusca (Rösel),Entomological Studies and Ecology,related_taxon,False,article
116,10.1007/bf02288358,1910,Winkler,Studien über Pigmentbildung,Amphibia,10.1002/jmor.1050580206,1935,Bessie Dickerson Apgar,"A study of the reappearance of melanophores and the formation of melanophore aggregations (spots) in regenerated ventral skin of the common newt, triturus viridescens",melanin and skin pigmentation,related_taxon,False,article
117,10.1007/bf02288359,1910,Zuelzer,Der Einfluß des Meerwassers auf die pulsierende Vacuole,,10.1111/j.1469-185x.1938.tb00525.x,1938,J. A. Kitching,CONTRACTILE VACUOLES1,Protist diversity and phylogeny,phenomenon_only,False,article
117,10.1007/bf02288359,1910,Zuelzer,Der Einfluß des Meerwassers auf die pulsierende Vacuole,,10.1242/jeb.11.4.364,1934,J. A. Kitching,The Physiology of Contractile Vacuoles,Water Treatment and Disinfection,phenomenon_only,False,article
117,10.1007/bf02288359,1910,Zuelzer,Der Einfluß des Meerwassers auf die pulsierende Vacuole,,10.1111/j.1469-185x.1928.tb01406.x,1928,Francis E. Lloyd,THE CONTRACTILE VACUOLE,Photosynthetic Processes and Mechanisms,phenomenon_only,False,article
117,10.1007/bf02288359,1910,Zuelzer,Der Einfluß des Meerwassers auf die pulsierende Vacuole,,10.1002/jez.1400450104,1926,E. Frances Botsford,Studies on the contractile vacuole of Amoeba proteus,Erythrocyte Function and Pathophysiology,phenomenon_only,False,article
117,10.1007/bf02288359,1910,Zuelzer,Der Einfluß des Meerwassers auf die pulsierende Vacuole,,10.1007/bf01373377,1972,Elisabeth Tschermak‐Woess,�ber die HaptophyceeSarcinochrysis granifera aus dem Neusiedlersee,Protist diversity and phylogeny,phenomenon_only,False,article
117,10.1007/bf02288359,1910,Zuelzer,Der Einfluß des Meerwassers auf die pulsierende Vacuole,,10.1111/j.1469-185x.1930.tb00902.x,1930,Carl Schlieper,DIE OSMOREGULATION WASSERLEBENDER TIERE,Crustacean biology and ecology,phenomenon_only,False,article
